id,F1,F2,F3,F4,F5,F6,F7
4464483348,0,17,0,0,1,14916,6.8
4501451685,1,14,0,7,2,16256,7
4523922035,1,19,0,3,1,15231,7
4481186047,1,19,0,9,1,16070,6.6
4486987445,0,16,0,2,1,15416,6.8
4509259241,1,10,1,4,1,19036,7
4513456428,1,18,1,13,1,18214,7.2
4507030336,0,20,1,7,0,17430,6.8
4520529866,1,14,0,7,0,16590,7.2
4525050175,1,15,1,6,1,15508,6.8
4519754998,1,27,1,4,0,16789,7
4439457123,1,76,1,6,1,16298,7
4524643428,1,19,1,13,1,19320,7.4
4521007618,0,13,0,4,2,14926,6.6
4508648866,1,78,1,17,1,17496,7.4
4481875944,1,14,0,7,0,15177,6.4
4481977173,0,11,1,8,0,17025,7
4524221277,1,16,1,14,0,18203,7.2
4491767708,0,14,0,3,0,15160,7
4513381950,1,15,1,2,1,15304,7
4520706889,1,15,0,8,0,17503,6.8
4510979839,1,16,1,10,1,16468,6.4
4497747862,1,17,0,10,0,19035,7.2
4499933829,1,19,0,11,1,18413,7.2
4444218395,1,15,1,21,1,18470,7.2
4524806566,0,15,0,9,0,16291,6.6
4462632051,1,48,1,9,1,16301,6.8
4522260081,0,14,0,7,1,17183,7
4455390955,0,39,0,1,0,13361,6.8
4517939505,1,38,1,4,1,14807,6.8
4524528416,1,14,0,1,1,15195,7
4525067296,1,12,1,2,0,14788,6.6
4454069388,0,41,1,8,0,16604,6.6
4503433498,0,12,1,2,1,15661,7.2
4510734919,0,16,1,3,0,16259,6.6
4464447310,1,20,0,13,1,19716,7.2
4429977573,1,16,1,18,1,18612,7.2
4522461341,0,15,0,1,1,14711,6.8
4517741452,1,38,1,7,2,16886,6.8
4500724758,0,17,1,4,1,14980,6.4
4494319705,1,16,1,9,1,16544,6.8
4444096628,0,32,0,9,0,16174,6.6
4521510642,1,41,1,7,2,18047,7.2
4412240530,1,34,1,6,0,17484,7.4
4420941972,1,25,1,7,1,17826,7.4
4514097912,1,18,0,9,0,18673,6.8
4491135325,0,20,0,11,0,17540,7
4488824515,0,16,1,4,1,16808,6.8
4515453856,1,17,0,3,1,15227,7
4420829528,1,20,0,12,0,19392,7.2
4503381304,0,34,0,5,1,17194,7.2
4515654011,1,16,1,3,1,15672,7.2
4492894390,1,11,0,15,1,18565,7.4
4472568378,0,15,0,0,0,13921,6.6
4471422338,0,13,1,2,0,14521,6.6
4525151632,0,15,0,1,0,15049,6.6
4519414547,1,19,0,11,1,20127,7
4440874432,1,15,0,5,0,17194,7.2
4471153063,0,15,1,8,0,19122,7.2
4522449120,1,40,0,7,0,16359,7
4501354453,1,43,1,5,1,17027,6.8
4465050280,0,143,1,10,1,17665,7.4
4509589971,1,41,1,7,1,17209,7.2
4505606908,1,12,1,9,1,19187,7.2
4517684494,1,19,0,7,1,17482,7.2
4516180818,1,20,1,6,1,16035,6.8
4524074861,0,15,1,6,0,16070,6.6
4524837884,0,11,0,5,0,15617,7
4467397510,1,19,1,8,1,16130,6.8
4498316560,0,17,1,9,1,17172,7
4494819577,0,44,0,4,1,15475,6.6
4454214561,0,11,1,6,0,16248,7
4508718134,1,14,1,10,1,16745,6.6
4518971206,0,20,0,8,0,16472,7.2
4519649032,1,11,1,8,2,18133,7.4
4487076086,0,97,0,20,1,17068,6.2
4520419730,1,18,1,5,2,16635,7.4
4510885108,1,19,1,9,0,17950,7.4
4500739258,0,16,0,3,0,14494,6.4
4524783374,1,33,0,9,0,18595,7
4465119134,1,16,0,14,0,19767,6.6
4515577349,1,19,0,7,1,14970,6.8
4465188797,0,14,1,5,0,15891,7
4523720024,1,16,1,3,1,16472,6.8
4512168503,0,18,0,3,2,15210,6.8
4441802146,1,21,0,9,0,16096,6.6
4525106974,1,18,0,10,0,16870,7.2
4519124601,0,17,1,3,1,15842,7
4469638547,1,12,0,0,0,15297,7
4520617571,0,15,1,8,2,16412,7
4520513993,1,13,1,9,1,19013,7.4
4446190086,0,18,0,5,0,14842,6.6
4479055235,0,17,1,5,0,16684,6.8
4525053035,0,16,0,6,1,15235,6.6
4460529664,1,13,1,14,1,18159,6.8
4489494920,0,13,0,4,0,13916,6.2
4524863981,0,19,0,3,0,15107,6.6
4508452416,1,18,0,4,2,18597,7.2
4518173580,1,51,1,9,0,18640,7.4
4497643645,0,14,0,5,1,15483,6.6
4496490767,0,16,0,3,0,15242,7
4521137660,0,51,0,5,1,14945,6.4
4522864178,1,37,0,8,0,17197,6.8
4418117776,1,16,1,11,1,17292,6.8
4487261308,0,37,0,3,0,14822,7
4472053682,0,12,0,2,0,15027,6.6
4523322393,1,16,0,3,0,15502,6.6
4450801674,0,14,0,6,1,16931,7.2
4518527027,1,41,0,11,1,16787,7.2
4515771570,1,15,0,4,0,15022,7
4503520980,1,18,1,6,1,17365,7.2
4525008225,1,16,0,7,1,17658,7.2
4522447446,1,15,1,8,0,19549,7.4
4500531155,0,35,1,6,1,16516,7.2
4524832772,1,38,0,5,0,15177,6.8
4521575223,1,146,0,9,0,18520,7.2
4502356627,0,39,1,11,1,18600,7.2
4502093881,1,17,1,8,0,18439,7
4469976070,1,14,1,8,1,15632,6.2
4515929996,0,22,1,17,1,17161,7
4522286152,1,16,1,5,2,15263,7
4524966850,1,10,1,8,0,16396,6.6
4491591979,1,50,1,11,1,17592,6.8
4519588489,1,21,1,9,2,17802,7
4520999253,1,11,1,25,0,20047,7.2
4521050901,0,12,0,4,0,13795,6.6
4516768081,0,17,0,4,0,15714,6.8
4517685313,0,19,0,2,0,16418,7
4502501913,1,11,0,8,1,18012,7.2
4518047197,0,17,0,3,0,14558,6.4
4511912141,1,12,1,9,1,17779,6.8
4489550843,1,16,1,5,1,16931,7
4524701312,1,16,1,5,2,16555,6.8
4490153462,1,12,0,8,1,16891,6.8
4502297992,0,16,1,6,2,16940,6.8
4491389277,1,11,0,5,0,17242,7.2
4522856174,1,16,1,12,0,17734,7.4
4491480186,0,17,0,11,0,17982,7.2
4518344857,1,30,0,10,1,16162,7
4515426111,1,15,1,11,2,18574,7.2
4511966451,0,13,0,3,0,15123,6.8
4519227071,1,14,0,4,1,16075,7
4493419240,0,13,0,4,0,14443,6.6
4479961520,1,14,0,4,0,16656,7.2
4524526472,0,16,0,5,1,15938,6.8
4464951728,1,17,1,2,1,14116,6.8
4482394402,1,19,0,10,0,17054,7
4518002897,1,38,0,2,0,15306,7.2
4477006616,1,14,1,5,0,16193,7
4440191249,1,15,1,8,0,18126,7.2
4500995168,1,15,0,11,1,17592,6.8
4522793625,1,18,1,16,1,16282,6.4
4474892602,1,16,1,7,1,17167,6.8
4493006116,0,15,0,6,0,15679,6.4
4524222412,1,14,1,5,1,16045,6.8
4496972766,0,15,0,8,0,16564,7
4520803035,0,11,0,3,0,14376,6.8
4488885595,0,15,0,1,1,14128,6.6
4487026164,1,12,0,2,0,14584,6.8
4473156248,1,20,0,8,0,18457,7.2
4518151873,0,31,0,6,0,18282,7
4454844515,0,88,0,10,0,17130,7
4524019093,1,16,1,12,1,17759,7.4
4517744758,1,15,1,7,1,17194,7.2
4472664560,1,17,1,8,1,16527,7
4506715219,1,15,1,12,2,17915,7
4525069847,0,15,0,6,1,17610,6.8
4452361884,1,16,1,20,2,19453,6.8
4440050075,1,17,1,5,1,18772,7.2
4510518816,0,15,0,3,0,14626,6.6
4496656923,1,22,1,21,0,20387,7
4522525839,0,15,1,6,0,17256,7
4511649703,1,62,1,8,2,16601,7
4451402051,0,21,0,1,1,14672,6.8
4467311315,1,91,1,9,1,17001,6.8
4515311611,0,39,0,6,1,18213,6.8
4524615195,1,12,0,9,2,19862,7.8
4521321168,0,16,1,10,0,18179,7.2
4491850412,1,19,0,7,0,15796,6.8
4481745211,1,28,0,7,0,15377,6.6
4472572307,0,16,0,4,0,14874,6.6
4522459455,0,19,1,8,0,17780,6.6
4513892324,0,14,0,8,0,16804,6.6
4522503290,0,16,1,9,0,17372,6.8
4502582060,1,17,0,7,1,15162,6.6
4522240488,0,18,0,7,1,14742,6.6
4448069997,0,13,0,0,0,13078,6.2
4519920024,0,14,0,4,0,13886,6.6
4524264644,1,19,1,13,1,16632,6.8
4520641910,1,14,1,5,2,17215,7
4505843833,1,15,1,8,0,17528,7
4503939692,0,13,0,9,1,16555,7.2
4521916214,1,16,0,7,1,15246,6.6
4506788897,0,94,0,3,0,14033,6.2
4521424727,0,17,1,6,0,16778,7
4494894166,1,15,1,8,2,18960,7.4
4518445145,1,15,1,5,2,17065,7
4511985259,1,88,1,8,0,18283,7.4
4470447299,0,17,0,6,0,15190,6.6
4447747806,1,15,1,8,0,18192,6.8
4492269154,1,15,0,12,0,17329,6.8
4463540440,0,34,1,3,0,16422,7
4445986200,0,12,0,14,0,17385,7
4492063220,1,51,1,9,1,16663,7
4519728493,1,18,1,13,1,17902,7.2
4507920169,0,22,0,9,1,17398,7
4517895985,0,15,0,6,0,15532,6.8
4469859843,0,15,0,4,1,15412,6.8
4494766750,1,68,1,16,0,17718,7
4518283013,0,16,1,9,1,17055,7
4523501423,0,81,0,6,0,16020,6.8
4498439649,0,17,1,6,2,16254,7
4521204334,1,15,1,13,1,19201,7.2
4517631475,0,16,0,6,0,15994,6.8
4524260253,1,15,0,8,1,20352,7.4
4516376461,0,9,0,0,0,12756,6.4
4511656001,1,16,1,5,2,18661,7.4
4504690323,0,20,0,2,2,15488,6.8
4454879809,0,16,0,9,0,17547,7
4524899991,1,17,1,11,1,19189,7.4
4519607934,1,44,1,4,1,16749,7
4497723883,1,14,1,6,1,16214,7.2
4447721358,0,13,1,6,0,15500,7
4480073298,0,85,0,3,0,14735,7
4524542194,1,21,1,11,1,17489,6.6
4486943775,1,13,1,16,1,20380,7.2
4470773670,1,15,1,12,2,18048,7
4470307479,0,18,1,4,0,15843,6.6
4508403894,1,23,1,5,0,16810,7
4497280145,0,13,1,5,1,15204,7
4484119748,1,18,1,5,0,16006,7
4494270392,1,15,0,6,0,16746,7
4480070649,1,20,1,8,0,17648,7.2
4514071420,1,13,1,18,1,18047,7
4522475191,0,16,0,1,0,13976,6.6
4521984962,0,72,1,5,0,17264,7.2
4461992783,0,60,1,6,0,16767,7
4498150653,1,26,0,10,0,19488,7.4
4523433938,0,16,0,4,0,15875,6.8
4492342077,1,14,1,7,1,17717,7.4
4520836773,1,14,0,1,1,16864,7
4473304091,0,37,0,3,0,14788,7
4513103663,0,14,0,4,0,14743,6.4
4469401946,0,13,1,20,1,17949,6.6
4525167024,1,21,0,9,0,17737,7.2
4523683062,0,13,0,5,0,15307,7
4522023642,0,13,0,4,0,13973,6.2
4454611264,1,14,1,8,1,18089,7.4
4498185770,1,18,1,6,2,17224,7.2
4491503560,1,20,0,12,0,17649,7.2
4520873803,1,15,0,5,1,16886,7
4525231930,0,16,1,2,0,14584,6.6
4525226675,1,21,1,13,0,17331,6.8
4510119055,1,88,1,4,1,17763,7
4522566957,1,14,1,5,2,16814,7
4509204216,0,13,0,2,0,14500,6.6
4429821639,0,11,1,9,2,17435,7
4458702644,0,14,1,3,0,14682,6.6
4474395162,0,17,0,8,0,16752,7
4472343262,0,13,1,5,1,15649,7.2
4484797457,0,18,0,9,0,16124,7
4469192486,1,11,1,6,0,21132,7.2
4476350140,1,20,0,10,1,17569,6.8
4500418922,1,16,1,11,2,17097,6.8
4516602474,0,17,0,8,0,16906,6.8
4515880497,1,16,0,6,0,16632,7
4482285408,0,16,0,2,0,13449,6.4
4509340231,0,14,0,9,1,16712,6.8
4525224342,1,13,1,4,0,16372,7.2
4450611631,0,18,1,6,1,17384,7.4
4519180415,0,16,1,10,1,17075,7
4458860802,0,15,0,7,0,18860,8
4456272410,0,14,0,4,0,15381,7.2
4524703970,0,14,0,2,0,13545,6.4
4449048397,0,37,0,0,0,13256,6.4
4492525886,0,13,0,1,0,14423,6.6
4465850018,1,18,1,5,1,17551,7
4502001730,1,25,0,12,0,19537,7
4468533756,1,17,1,16,1,20218,7.2
4521433925,1,18,0,5,0,15191,6.6
4475994865,1,20,1,12,1,18802,7
